group,duration_days
Completed,816.0
Terminated/Withdrawn,214.0
Completed,532.0
Completed,755.0
Completed,798.0
Completed,1444.0
Terminated/Withdrawn,212.0
Completed,669.0
Completed,1619.0
Completed,1099.0
Terminated/Withdrawn,264.0
Completed,171.0
Completed,585.0
Terminated/Withdrawn,215.0
Completed,1252.0
Completed,625.0
Terminated/Withdrawn,167.0
Completed,696.0
Completed,837.0
Completed,1453.0
Completed,826.0
Terminated/Withdrawn,405.0
Completed,934.0
Completed,953.0
Completed,787.0
Completed,703.0
Terminated/Withdrawn,262.0
Completed,1138.0
Completed,289.0
Completed,653.0
Completed,1369.0
Terminated/Withdrawn,461.0
Completed,1576.0
Completed,487.0
Completed,1157.0
Completed,764.0
Terminated/Withdrawn,488.0
Completed,889.0
Completed,955.0
Completed,244.0
Completed,1126.0
Completed,1098.0
Completed,998.0
Completed,1113.0
Completed,497.0
Completed,445.0
Completed,650.0
Terminated/Withdrawn,161.0
Terminated/Withdrawn,579.0
Terminated/Withdrawn,374.0
Terminated/Withdrawn,495.0
Terminated/Withdrawn,300.0
Terminated/Withdrawn,316.0
Completed,965.0
Completed,924.0
Completed,776.0
Completed,739.0
Completed,465.0
Completed,1022.0
Completed,1066.0
Completed,1829.0
Completed,1103.0
Completed,1117.0
Completed,825.0
Completed,1149.0
Completed,615.0
Completed,877.0
Terminated/Withdrawn,237.0
Terminated/Withdrawn,204.0
Completed,947.0
Completed,718.0
Completed,991.0
Completed,973.0
Completed,692.0
Completed,732.0
Completed,808.0
Completed,673.0
Completed,863.0
Completed,583.0
Completed,705.0
Completed,1070.0
Terminated/Withdrawn,535.0
Terminated/Withdrawn,403.0
Completed,799.0
Completed,829.0
Completed,477.0
Completed,676.0
Terminated/Withdrawn,399.0
Completed,713.0
Completed,704.0
Completed,634.0
Completed,687.0
Completed,627.0
Terminated/Withdrawn,256.0
Completed,659.0
Completed,902.0
Completed,934.0
Completed,223.0
Terminated/Withdrawn,736.0
Completed,1117.0
Completed,577.0
Completed,545.0
Completed,1505.0
Completed,843.0
Completed,926.0
Completed,1502.0
Completed,522.0
Completed,1678.0
Completed,698.0
Completed,664.0
Completed,1461.0
Terminated/Withdrawn,302.0
Completed,792.0
Terminated/Withdrawn,256.0
Completed,902.0
Completed,779.0
Completed,576.0
Completed,711.0
Terminated/Withdrawn,568.0
Completed,1023.0
Completed,409.0
Completed,838.0
Completed,1025.0
Terminated/Withdrawn,572.0
Completed,957.0
Completed,943.0
Completed,557.0
Completed,578.0
Completed,721.0
Completed,799.0
Completed,533.0
Terminated/Withdrawn,393.0
Completed,814.0
Terminated/Withdrawn,472.0
Completed,748.0
Completed,985.0
Terminated/Withdrawn,408.0
Terminated/Withdrawn,672.0
Completed,1170.0
Completed,625.0
Completed,884.0
Completed,1086.0
Completed,1266.0
Completed,863.0
Completed,982.0
Completed,930.0
Completed,873.0
Completed,454.0
Completed,355.0
Completed,560.0
Completed,463.0
Completed,481.0
Completed,999.0
Completed,457.0
Completed,2284.0
Completed,812.0
Completed,907.0
Completed,900.0
Terminated/Withdrawn,505.0
Terminated/Withdrawn,231.0
Terminated/Withdrawn,226.0
Terminated/Withdrawn,212.0
Completed,334.0
Completed,759.0
Terminated/Withdrawn,505.0
Terminated/Withdrawn,588.0
Completed,506.0
Completed,841.0
Completed,834.0
Completed,631.0
Completed,1435.0
Completed,1149.0
Completed,1357.0
Terminated/Withdrawn,504.0
Completed,631.0
Completed,864.0
Completed,149.0
Completed,1471.0
Completed,542.0
Completed,370.0
Terminated/Withdrawn,480.0
Completed,832.0
Completed,764.0
Completed,728.0
Completed,911.0
Completed,830.0
Terminated/Withdrawn,255.0
Completed,678.0
Completed,1075.0
Completed,642.0
Completed,439.0
Completed,228.0
Completed,248.0
Completed,486.0
Terminated/Withdrawn,250.0
Terminated/Withdrawn,409.0
Completed,697.0
Completed,1170.0
Completed,679.0
Completed,345.0
Completed,638.0
Completed,448.0
Terminated/Withdrawn,391.0
Completed,1228.0
Completed,799.0
Completed,805.0
Completed,766.0
Completed,800.0
Completed,302.0
Completed,1405.0
Completed,815.0
Completed,644.0
Completed,900.0
Completed,672.0
Terminated/Withdrawn,173.0
Completed,289.0
Completed,1153.0
Completed,840.0
Completed,773.0
Completed,933.0
Terminated/Withdrawn,287.0
Completed,703.0
Completed,559.0
Terminated/Withdrawn,195.0
Completed,571.0
Completed,564.0
Completed,726.0
Completed,544.0
Completed,1171.0
Completed,993.0
Completed,781.0
Completed,603.0
Completed,293.0
Terminated/Withdrawn,246.0
Terminated/Withdrawn,149.0
Completed,999.0
Completed,990.0
Terminated/Withdrawn,314.0
Completed,817.0
Terminated/Withdrawn,489.0
Completed,705.0
Completed,663.0
Completed,844.0
Terminated/Withdrawn,462.0
Terminated/Withdrawn,326.0
Terminated/Withdrawn,314.0
Terminated/Withdrawn,362.0
Completed,699.0
Completed,832.0
Terminated/Withdrawn,355.0
Completed,864.0
Completed,954.0
Terminated/Withdrawn,643.0
Completed,642.0
Completed,913.0
Terminated/Withdrawn,417.0
Completed,788.0
Completed,736.0
Terminated/Withdrawn,256.0
Completed,883.0
Terminated/Withdrawn,214.0
Completed,811.0
Completed,1247.0
Completed,976.0
Completed,361.0
Completed,139.0
Completed,650.0
Completed,772.0
Terminated/Withdrawn,612.0
Completed,708.0
Terminated/Withdrawn,545.0
Completed,840.0
Completed,637.0
Completed,982.0
Completed,1311.0
Completed,574.0
Completed,956.0
Completed,895.0
Terminated/Withdrawn,405.0
Completed,902.0
Completed,935.0
Completed,862.0
Completed,832.0
Completed,571.0
Completed,102.0
Completed,600.0
Terminated/Withdrawn,422.0
Completed,772.0
Completed,1033.0
Terminated/Withdrawn,429.0
Completed,1120.0
Completed,868.0
Terminated/Withdrawn,583.0
Terminated/Withdrawn,186.0
Terminated/Withdrawn,170.0
Terminated/Withdrawn,158.0
Completed,183.0
Completed,753.0
Completed,922.0
Terminated/Withdrawn,408.0
Completed,877.0
Completed,885.0
Completed,753.0
Terminated/Withdrawn,266.0
Completed,817.0
Completed,901.0
Terminated/Withdrawn,561.0
Completed,939.0
Completed,1043.0
Terminated/Withdrawn,212.0
Completed,943.0
Terminated/Withdrawn,392.0
Completed,529.0
Completed,638.0
Completed,767.0
Terminated/Withdrawn,448.0
Completed,626.0
Completed,889.0
Completed,371.0
Completed,280.0
Terminated/Withdrawn,644.0
Completed,1210.0
Terminated/Withdrawn,157.0
Completed,462.0
Completed,1034.0
Completed,869.0
Completed,830.0
Completed,874.0
Completed,732.0
Completed,603.0
Completed,815.0
Completed,883.0
Terminated/Withdrawn,244.0
Completed,994.0
Terminated/Withdrawn,287.0
Completed,844.0
Terminated/Withdrawn,345.0
Completed,1132.0
Completed,1324.0
Completed,1295.0
Completed,752.0
Completed,723.0
Completed,1039.0
Completed,80.0
Terminated/Withdrawn,343.0
Completed,969.0
Terminated/Withdrawn,263.0
Completed,732.0
Terminated/Withdrawn,414.0
Completed,750.0
Completed,1364.0
Terminated/Withdrawn,231.0
Completed,753.0
Completed,682.0
Completed,453.0
Completed,781.0
Completed,809.0
Completed,1106.0
Completed,1251.0
Terminated/Withdrawn,639.0
Completed,849.0
Completed,879.0
Completed,801.0
Completed,797.0
Terminated/Withdrawn,148.0
Completed,415.0
Terminated/Withdrawn,170.0
Completed,733.0
Completed,736.0
Completed,919.0
Completed,968.0
Terminated/Withdrawn,524.0
Terminated/Withdrawn,340.0
Completed,928.0
Completed,521.0
Completed,715.0
Completed,757.0
Completed,682.0
Completed,710.0
Completed,654.0
Completed,1103.0
Completed,965.0
Terminated/Withdrawn,261.0
Terminated/Withdrawn,645.0
Terminated/Withdrawn,375.0
Terminated/Withdrawn,366.0
Completed,686.0
Completed,777.0
Completed,1015.0
Completed,627.0
Terminated/Withdrawn,564.0
Completed,992.0
Completed,624.0
Completed,838.0
Completed,831.0
Completed,656.0
Completed,1155.0
Completed,888.0
Completed,641.0
Terminated/Withdrawn,320.0
Completed,1583.0
Terminated/Withdrawn,303.0
Completed,735.0
Completed,888.0
Completed,653.0
Completed,1007.0
Completed,896.0
Terminated/Withdrawn,250.0
Completed,507.0
Completed,809.0
Completed,985.0
Completed,773.0
Completed,142.0
Terminated/Withdrawn,395.0
Terminated/Withdrawn,300.0
Terminated/Withdrawn,432.0
Completed,478.0
Terminated/Withdrawn,195.0
Completed,606.0
Completed,441.0
Completed,875.0
Terminated/Withdrawn,166.0
Completed,1381.0
Terminated/Withdrawn,782.0
Completed,1256.0
Completed,731.0
Terminated/Withdrawn,252.0
Completed,721.0
Completed,164.0
Completed,1026.0
Completed,734.0
Completed,1140.0
Completed,1062.0
Terminated/Withdrawn,422.0
Completed,569.0
Completed,688.0
Completed,600.0
Completed,587.0
Terminated/Withdrawn,131.0
Completed,152.0
Completed,659.0
Completed,444.0
Completed,831.0
Completed,738.0
Completed,668.0
Completed,1047.0
Completed,1018.0
Completed,689.0
Completed,742.0
Completed,1343.0
Completed,850.0
Completed,102.0
Completed,123.0
Terminated/Withdrawn,683.0
Terminated/Withdrawn,214.0
Terminated/Withdrawn,841.0
Completed,977.0
Terminated/Withdrawn,302.0
Completed,616.0
Terminated/Withdrawn,391.0
Completed,548.0
Completed,488.0
Completed,806.0
Completed,1041.0
Completed,664.0
Completed,1056.0
Completed,675.0
Terminated/Withdrawn,203.0
Completed,724.0
Terminated/Withdrawn,192.0
Terminated/Withdrawn,223.0
Completed,802.0
Completed,735.0
Completed,1064.0
Completed,1013.0
Completed,1056.0
Terminated/Withdrawn,359.0
Completed,698.0
Terminated/Withdrawn,339.0
Completed,627.0
Completed,845.0
Completed,674.0
Completed,943.0
Completed,7.0
Terminated/Withdrawn,173.0
Completed,806.0
Terminated/Withdrawn,162.0
Completed,642.0
Completed,754.0
Completed,558.0
Completed,614.0
Completed,684.0
Completed,639.0
Completed,901.0
Terminated/Withdrawn,177.0
Completed,804.0
Terminated/Withdrawn,328.0
Terminated/Withdrawn,166.0
Terminated/Withdrawn,443.0
Completed,757.0
Terminated/Withdrawn,633.0
Terminated/Withdrawn,435.0
Completed,896.0
Completed,1082.0
Completed,1837.0
Completed,803.0
Completed,239.0
Completed,520.0
Completed,978.0
Completed,811.0
Completed,660.0
Completed,577.0
Completed,704.0
Terminated/Withdrawn,388.0
Completed,459.0
Completed,783.0
Completed,1046.0
Completed,207.0
Completed,469.0
Completed,77.0
Completed,689.0
Terminated/Withdrawn,306.0
Completed,608.0
Completed,692.0
Completed,817.0
Completed,832.0
Completed,733.0
Completed,534.0
Terminated/Withdrawn,208.0
Completed,756.0
Terminated/Withdrawn,209.0
Completed,990.0
Completed,1023.0
Completed,511.0
Terminated/Withdrawn,234.0
Terminated/Withdrawn,410.0
Completed,597.0
Completed,514.0
Completed,709.0
Terminated/Withdrawn,447.0
Terminated/Withdrawn,474.0
Completed,694.0
Completed,603.0
Completed,755.0
Completed,557.0
Terminated/Withdrawn,236.0
Terminated/Withdrawn,372.0
Completed,808.0
Completed,969.0
Completed,526.0
Completed,547.0
Completed,755.0
Completed,607.0
Completed,1044.0
Completed,491.0
Terminated/Withdrawn,532.0
Terminated/Withdrawn,191.0
Completed,750.0
Completed,941.0
Completed,1012.0
Completed,987.0
Completed,878.0
Terminated/Withdrawn,206.0
Terminated/Withdrawn,644.0
Completed,702.0
Completed,1225.0
Completed,648.0
Completed,997.0
Completed,914.0
Completed,592.0
Completed,706.0
Completed,1210.0
Completed,516.0
Completed,837.0
Completed,741.0
Completed,578.0
Completed,985.0
Completed,779.0
Terminated/Withdrawn,663.0
Completed,850.0
Completed,960.0
Completed,905.0
Completed,1420.0
Terminated/Withdrawn,302.0
Completed,762.0
Completed,1137.0
Completed,648.0
Completed,690.0
Completed,1109.0
Completed,852.0
Completed,536.0
Completed,769.0
Completed,1004.0
Completed,596.0
Completed,681.0
Completed,982.0
Terminated/Withdrawn,206.0
Completed,558.0
Terminated/Withdrawn,447.0
Completed,386.0
Completed,872.0
Terminated/Withdrawn,223.0
Completed,129.0
Completed,593.0
Completed,497.0
Terminated/Withdrawn,160.0
Terminated/Withdrawn,848.0
Completed,772.0
Completed,778.0
Terminated/Withdrawn,261.0
Terminated/Withdrawn,277.0
Completed,1452.0
Completed,1081.0
Completed,1084.0
Completed,760.0
Completed,727.0
Completed,663.0
Terminated/Withdrawn,421.0
Terminated/Withdrawn,266.0
Completed,732.0
Completed,468.0
Completed,741.0
Completed,219.0
Terminated/Withdrawn,160.0
Completed,1353.0
Completed,1012.0
Completed,968.0
Completed,583.0
Completed,935.0
Completed,162.0
Completed,967.0
Completed,591.0
Completed,670.0
Completed,590.0
Completed,483.0
Completed,464.0
Completed,760.0
Completed,543.0
Completed,1081.0
Completed,1248.0
Terminated/Withdrawn,408.0
Completed,595.0
Completed,1246.0
Completed,1532.0
Completed,480.0
Terminated/Withdrawn,577.0
Completed,787.0
Terminated/Withdrawn,175.0
Terminated/Withdrawn,465.0
Completed,1316.0
Completed,1331.0
Completed,1134.0
Completed,841.0
Completed,1088.0
Completed,1050.0
Terminated/Withdrawn,98.0
Completed,780.0
Terminated/Withdrawn,137.0
Completed,941.0
Terminated/Withdrawn,180.0
Completed,788.0
Completed,89.0
Terminated/Withdrawn,383.0
Completed,850.0
Completed,935.0
Completed,519.0
Completed,971.0
Completed,1750.0
Completed,482.0
Terminated/Withdrawn,6.0
Completed,949.0
Completed,834.0
Completed,788.0
Completed,784.0
Completed,377.0
Completed,576.0
Completed,569.0
Terminated/Withdrawn,202.0
Completed,744.0
Completed,883.0
Completed,731.0
Terminated/Withdrawn,152.0
Completed,70.0
Completed,949.0
Terminated/Withdrawn,409.0
Completed,713.0
Completed,1983.0
Completed,1148.0
Completed,1153.0
Completed,653.0
Completed,636.0
Completed,642.0
Completed,707.0
Terminated/Withdrawn,280.0
Terminated/Withdrawn,230.0
Completed,760.0
Completed,983.0
Completed,648.0
Completed,410.0
Completed,1430.0
Completed,437.0
Completed,644.0
Completed,1038.0
Completed,837.0
Completed,1145.0
Completed,1219.0
Completed,839.0
Completed,36.0
Completed,274.0
Completed,932.0
Completed,930.0
Completed,844.0
Completed,952.0
Completed,443.0
Terminated/Withdrawn,265.0
Completed,867.0
Terminated/Withdrawn,474.0
Completed,1086.0
Completed,761.0
Completed,619.0
Completed,1054.0
Terminated/Withdrawn,545.0
Completed,735.0
Completed,566.0
Completed,869.0
Completed,1172.0
Terminated/Withdrawn,393.0
Completed,621.0
Completed,472.0
Completed,765.0
Completed,1332.0
Completed,362.0
Completed,737.0
Terminated/Withdrawn,480.0
Completed,628.0
Completed,844.0
Terminated/Withdrawn,207.0
Terminated/Withdrawn,432.0
Completed,617.0
Completed,952.0
Completed,950.0
Completed,1560.0
Completed,1241.0
Completed,1154.0
Completed,603.0
Completed,671.0
Completed,79.0
Terminated/Withdrawn,292.0
Terminated/Withdrawn,372.0
Terminated/Withdrawn,459.0
Completed,680.0
Completed,999.0
Completed,1470.0
Terminated/Withdrawn,269.0
Completed,715.0
Completed,778.0
Terminated/Withdrawn,334.0
Completed,1133.0
Terminated/Withdrawn,444.0
Completed,634.0
Terminated/Withdrawn,373.0
Terminated/Withdrawn,572.0
Terminated/Withdrawn,413.0
Completed,689.0
Completed,438.0
Completed,1399.0
Completed,600.0
Completed,172.0
Completed,488.0
Completed,1065.0
Completed,1144.0
Completed,653.0
Completed,710.0
Terminated/Withdrawn,387.0
Completed,1354.0
Completed,625.0
Completed,638.0
Completed,1002.0
Completed,884.0
Terminated/Withdrawn,325.0
Completed,553.0
Terminated/Withdrawn,276.0
Completed,783.0
Completed,784.0
Completed,2290.0
Terminated/Withdrawn,723.0
Terminated/Withdrawn,547.0
Completed,1230.0
Completed,522.0
Completed,1296.0
Completed,998.0
Completed,497.0
Completed,1119.0
Completed,1066.0
Completed,890.0
Completed,1591.0
Completed,445.0
Completed,677.0
Completed,993.0
Completed,339.0
Terminated/Withdrawn,212.0
Completed,895.0
Completed,956.0
Completed,1289.0
Completed,655.0
Completed,606.0
Completed,7.0
Completed,864.0
Terminated/Withdrawn,338.0
Completed,522.0
Completed,677.0
Completed,636.0
Completed,697.0
Terminated/Withdrawn,435.0
Completed,1054.0
Completed,1277.0
Completed,702.0
Completed,1310.0
Completed,753.0
Completed,1056.0
Terminated/Withdrawn,721.0
Terminated/Withdrawn,205.0
Completed,696.0
Terminated/Withdrawn,319.0
Completed,645.0
Completed,920.0
Terminated/Withdrawn,413.0
Completed,1302.0
Completed,728.0
Completed,709.0
Terminated/Withdrawn,284.0
Terminated/Withdrawn,388.0
Completed,801.0
Completed,313.0
Completed,635.0
Completed,822.0
Completed,598.0
Terminated/Withdrawn,185.0
Completed,487.0
Terminated/Withdrawn,841.0
Completed,756.0
Terminated/Withdrawn,489.0
Completed,632.0
Terminated/Withdrawn,147.0
Completed,991.0
Completed,1255.0
Completed,434.0
Completed,952.0
Completed,329.0
Completed,552.0
Completed,1559.0
Completed,1012.0
Completed,747.0
Terminated/Withdrawn,640.0
Completed,872.0
Completed,1334.0
Completed,597.0
Terminated/Withdrawn,135.0
Completed,806.0
Completed,1447.0
Terminated/Withdrawn,437.0
Completed,981.0
Terminated/Withdrawn,262.0
Completed,989.0
Terminated/Withdrawn,192.0
Completed,716.0
Terminated/Withdrawn,547.0
Completed,713.0
Completed,1337.0
Completed,613.0
Completed,678.0
Completed,881.0
Completed,691.0
Completed,531.0
Terminated/Withdrawn,588.0
Completed,553.0
Completed,714.0
Completed,1648.0
Terminated/Withdrawn,282.0
Completed,1784.0
Completed,842.0
Completed,182.0
Completed,631.0
Completed,1049.0
Completed,1086.0
Completed,1127.0
Completed,219.0
Completed,835.0
Completed,627.0
Completed,749.0
Terminated/Withdrawn,225.0
Terminated/Withdrawn,319.0
Completed,723.0
Completed,561.0
Terminated/Withdrawn,136.0
Completed,1011.0
Completed,705.0
Completed,540.0
Completed,1006.0
Completed,837.0
Completed,833.0
Completed,693.0
Completed,582.0
Completed,619.0
Completed,806.0
Terminated/Withdrawn,507.0
Completed,746.0
Completed,1458.0
Completed,546.0
Terminated/Withdrawn,141.0
Completed,686.0
Terminated/Withdrawn,179.0
Terminated/Withdrawn,225.0
Completed,709.0
Completed,77.0
Completed,568.0
Completed,789.0
Completed,728.0
Completed,362.0
Completed,1193.0
Completed,1345.0
Completed,1210.0
Completed,603.0
Terminated/Withdrawn,134.0
Completed,614.0
Completed,638.0
Completed,1367.0
Completed,969.0
Completed,507.0
Completed,496.0
Completed,1065.0
Completed,666.0
Completed,923.0
Completed,36.0
Completed,845.0
Completed,914.0
Completed,1521.0
Completed,1019.0
Completed,849.0
Completed,565.0
Terminated/Withdrawn,160.0
Completed,1428.0
Terminated/Withdrawn,183.0
Completed,806.0
Terminated/Withdrawn,189.0
Terminated/Withdrawn,230.0
Completed,833.0
Completed,953.0
Completed,569.0
Completed,718.0
Terminated/Withdrawn,407.0
Completed,1137.0
Completed,729.0
Completed,361.0
Completed,742.0
Completed,689.0
Completed,554.0
Completed,449.0
Completed,446.0
Completed,38.0
Terminated/Withdrawn,340.0
Completed,674.0
Completed,535.0
Terminated/Withdrawn,491.0
Completed,817.0
Completed,723.0
Completed,1134.0
Completed,929.0
Completed,660.0
Completed,1111.0
Terminated/Withdrawn,387.0
Terminated/Withdrawn,425.0
Completed,366.0
Completed,1077.0
Completed,769.0
Completed,635.0
Completed,918.0
Completed,791.0
Completed,815.0
Completed,601.0
Completed,825.0
Completed,1006.0
Completed,1050.0
Completed,917.0
Completed,502.0
Completed,666.0
Completed,639.0
Completed,578.0
Completed,1205.0
Completed,656.0
Completed,799.0
Terminated/Withdrawn,249.0
Completed,673.0
Completed,583.0
Completed,80.0
Completed,964.0
Completed,824.0
Terminated/Withdrawn,214.0
Completed,819.0
Completed,741.0
Completed,746.0
Completed,1074.0
Completed,803.0
Completed,930.0
Completed,932.0
Completed,325.0
Completed,789.0
Completed,1060.0
Completed,605.0
Completed,523.0
Completed,1525.0
Completed,541.0
Terminated/Withdrawn,357.0
Terminated/Withdrawn,313.0
Completed,6.0
Terminated/Withdrawn,513.0
Terminated/Withdrawn,342.0
Completed,668.0
Completed,707.0
Terminated/Withdrawn,162.0
Completed,727.0
Terminated/Withdrawn,312.0
Completed,684.0
Terminated/Withdrawn,305.0
Completed,586.0
Completed,916.0
Completed,624.0
Completed,846.0
Completed,543.0
Completed,726.0
Completed,1441.0
Terminated/Withdrawn,268.0
Completed,501.0
Completed,1173.0
Completed,736.0
Completed,806.0
Completed,679.0
Completed,825.0
Completed,875.0
Completed,744.0
Terminated/Withdrawn,772.0
Terminated/Withdrawn,177.0
Terminated/Withdrawn,134.0
Completed,1202.0
Completed,1619.0
Completed,1236.0
Terminated/Withdrawn,350.0
Completed,941.0
Completed,993.0
Completed,697.0
Completed,765.0
Completed,740.0
Completed,1814.0
Terminated/Withdrawn,238.0
Terminated/Withdrawn,221.0
Terminated/Withdrawn,356.0
Terminated/Withdrawn,758.0
Completed,1358.0
Completed,634.0
Completed,533.0
Completed,679.0
Terminated/Withdrawn,227.0
Terminated/Withdrawn,298.0
Completed,975.0
Terminated/Withdrawn,274.0
Completed,1110.0
Terminated/Withdrawn,319.0
Completed,879.0
Completed,271.0
Terminated/Withdrawn,323.0
Terminated/Withdrawn,299.0
Completed,664.0
Completed,828.0
Terminated/Withdrawn,372.0
Terminated/Withdrawn,492.0
Completed,442.0
Terminated/Withdrawn,146.0
Completed,853.0
Completed,776.0
Terminated/Withdrawn,187.0
Terminated/Withdrawn,514.0
Completed,1016.0
Terminated/Withdrawn,184.0
Terminated/Withdrawn,295.0
Completed,1300.0
Completed,760.0
Terminated/Withdrawn,308.0
Completed,934.0
Completed,1125.0
Completed,545.0
Completed,1229.0
Terminated/Withdrawn,164.0
Completed,732.0
Completed,973.0
Completed,466.0
Completed,715.0
Completed,639.0
Completed,541.0
Terminated/Withdrawn,434.0
Completed,363.0
Completed,649.0
Completed,1275.0
Completed,1058.0
Completed,674.0
Completed,580.0
Completed,821.0
Terminated/Withdrawn,688.0
Completed,996.0
Terminated/Withdrawn,850.0
Completed,846.0
Completed,1412.0
Completed,701.0
Terminated/Withdrawn,155.0
Completed,651.0
Completed,786.0
Terminated/Withdrawn,277.0
Terminated/Withdrawn,229.0
Completed,1265.0
Terminated/Withdrawn,472.0
Terminated/Withdrawn,370.0
Completed,717.0
Completed,1111.0
Completed,562.0
Completed,834.0
Completed,919.0
Completed,1086.0
Completed,561.0
Completed,1262.0
Terminated/Withdrawn,349.0
Terminated/Withdrawn,279.0
Terminated/Withdrawn,241.0
Completed,856.0
Completed,779.0
Completed,949.0
Terminated/Withdrawn,539.0
Completed,903.0
Completed,762.0
Completed,983.0
Completed,874.0
Completed,331.0
Completed,740.0
Terminated/Withdrawn,120.0
Completed,713.0
Terminated/Withdrawn,202.0
Completed,909.0
Completed,498.0
Completed,549.0
Terminated/Withdrawn,148.0
Terminated/Withdrawn,185.0
Completed,800.0
Terminated/Withdrawn,236.0
Completed,561.0
Completed,546.0
Completed,1172.0
Completed,847.0
Completed,1150.0
Completed,665.0
Completed,903.0
Terminated/Withdrawn,323.0
Terminated/Withdrawn,562.0
Completed,830.0
Terminated/Withdrawn,223.0
Completed,32.0
Completed,976.0
Terminated/Withdrawn,299.0
Completed,575.0
Terminated/Withdrawn,275.0
Terminated/Withdrawn,419.0
Completed,1076.0
Terminated/Withdrawn,388.0
Completed,785.0
Completed,584.0
Completed,494.0
Terminated/Withdrawn,239.0
Completed,957.0
Completed,611.0
Completed,282.0
Completed,1130.0
Completed,258.0
Completed,896.0
Completed,704.0
Terminated/Withdrawn,253.0
Completed,882.0
Completed,1417.0
Terminated/Withdrawn,293.0
Completed,1016.0
Completed,1036.0
Completed,1204.0
Completed,525.0
Completed,830.0
Completed,788.0
Terminated/Withdrawn,389.0
Completed,1217.0
Terminated/Withdrawn,216.0
Completed,682.0
Completed,720.0
Terminated/Withdrawn,299.0
Completed,1375.0
Completed,737.0
Terminated/Withdrawn,206.0
Completed,638.0
Completed,893.0
Completed,731.0
Completed,280.0
Completed,651.0
Completed,1626.0
Completed,765.0
Completed,585.0
Completed,783.0
Completed,574.0
Completed,704.0
Completed,177.0
Terminated/Withdrawn,625.0
Completed,638.0
Completed,913.0
Completed,663.0
Completed,1033.0
Completed,1076.0
Completed,919.0
Completed,622.0
Terminated/Withdrawn,520.0
Terminated/Withdrawn,334.0
Completed,958.0
Completed,655.0
Completed,625.0
Terminated/Withdrawn,230.0
Completed,1504.0
Completed,622.0
Completed,508.0
Completed,556.0
Completed,882.0
Completed,1065.0
Completed,616.0
Completed,213.0
Completed,761.0
Terminated/Withdrawn,121.0
Terminated/Withdrawn,605.0
Completed,764.0
Completed,821.0
Completed,893.0
Completed,639.0
Terminated/Withdrawn,219.0
Completed,1272.0
Completed,545.0
Terminated/Withdrawn,181.0
Terminated/Withdrawn,307.0
Completed,665.0
Terminated/Withdrawn,224.0
Terminated/Withdrawn,389.0
Completed,1121.0
Completed,855.0
Completed,777.0
Completed,1233.0
Terminated/Withdrawn,381.0
Completed,589.0
Completed,840.0
Terminated/Withdrawn,627.0
Terminated/Withdrawn,235.0
Completed,1466.0
Terminated/Withdrawn,370.0
Terminated/Withdrawn,315.0
Completed,713.0
Terminated/Withdrawn,316.0
Completed,759.0
Terminated/Withdrawn,180.0
Completed,571.0
Terminated/Withdrawn,263.0
Completed,947.0
Completed,504.0
Terminated/Withdrawn,472.0
Terminated/Withdrawn,257.0
Terminated/Withdrawn,349.0
Completed,749.0
Completed,581.0
Completed,972.0
Completed,541.0
Completed,924.0
Terminated/Withdrawn,164.0
Completed,15.0
Completed,811.0
Completed,805.0
Completed,902.0
Completed,1285.0
Completed,1172.0
Terminated/Withdrawn,221.0
Completed,950.0
Completed,908.0
Completed,841.0
Completed,509.0
Completed,537.0
Completed,1057.0
Completed,633.0
Completed,692.0
Completed,850.0
Completed,867.0
Completed,959.0
Terminated/Withdrawn,260.0
Completed,1111.0
Completed,1338.0
Terminated/Withdrawn,254.0
Completed,844.0
Terminated/Withdrawn,164.0
Completed,940.0
Completed,981.0
Completed,812.0
Terminated/Withdrawn,299.0
Completed,1030.0
Completed,510.0
Completed,942.0
Completed,804.0
Completed,284.0
Terminated/Withdrawn,552.0
Completed,857.0
Completed,611.0
Completed,715.0
Completed,1010.0
Completed,846.0
Completed,766.0
Completed,846.0
Completed,968.0
Completed,640.0
Completed,820.0
Completed,826.0
Terminated/Withdrawn,323.0
Terminated/Withdrawn,132.0
Completed,666.0
Terminated/Withdrawn,546.0
Terminated/Withdrawn,419.0
Completed,1163.0
Completed,1198.0
Completed,87.0
Terminated/Withdrawn,526.0
Completed,399.0
Completed,651.0
Completed,818.0
Completed,691.0
Terminated/Withdrawn,429.0
Completed,515.0
Completed,770.0
Terminated/Withdrawn,413.0
Completed,1236.0
Completed,786.0
Terminated/Withdrawn,189.0
Completed,705.0
Completed,457.0
Completed,1081.0
Completed,855.0
Completed,556.0
Completed,1474.0
Completed,666.0
Completed,1195.0
Completed,447.0
Completed,659.0
Completed,519.0
Completed,816.0
Completed,680.0
Completed,696.0
Terminated/Withdrawn,305.0
Terminated/Withdrawn,397.0
Completed,522.0
Completed,461.0
Completed,710.0
Terminated/Withdrawn,419.0
Terminated/Withdrawn,224.0
Completed,738.0
Completed,980.0
Terminated/Withdrawn,163.0
Completed,635.0
Completed,1076.0
Completed,299.0
Completed,1035.0
Completed,836.0
Completed,332.0
Terminated/Withdrawn,328.0
Terminated/Withdrawn,394.0
Completed,1049.0
Completed,587.0
Completed,774.0
Terminated/Withdrawn,206.0
Terminated/Withdrawn,363.0
Completed,522.0
Completed,627.0
Completed,679.0
Completed,618.0
Completed,782.0
Completed,965.0
Completed,19.0
Completed,1149.0
Terminated/Withdrawn,455.0
