nct_id,sponsor_type,sponsor_name
NCT100002505,Industry,Industry Sponsor #129
NCT100002506,Industry,Industry Sponsor #200
NCT100002507,Other,Other Sponsor #207
NCT100002508,Industry,Industry Sponsor #374
NCT100002509,Industry,Industry Sponsor #149
NCT100002510,Other,Other Sponsor #375
NCT100002511,Industry,Industry Sponsor #142
NCT100002512,Other,Other Sponsor #353
NCT100002513,Industry,Industry Sponsor #123
NCT100002514,Other,Other Sponsor #270
NCT100002515,Industry,Industry Sponsor #73
NCT100002516,Industry,Industry Sponsor #64
NCT100002517,Industry,Industry Sponsor #348
NCT100002518,Other,Other Sponsor #21
NCT100002519,Other,Other Sponsor #259
NCT100002520,Industry,Industry Sponsor #209
NCT100002521,Industry,Industry Sponsor #16
NCT100002522,Industry,Industry Sponsor #306
NCT100002523,Industry,Industry Sponsor #360
NCT100002524,NIH,NIH Sponsor #213
NCT100002525,Other,Other Sponsor #30
NCT100002526,Industry,Industry Sponsor #396
NCT100002527,Industry,Industry Sponsor #245
NCT100002528,Other,Other Sponsor #88
NCT100002529,Industry,Industry Sponsor #232
NCT100002530,Industry,Industry Sponsor #357
NCT100002531,Industry,Industry Sponsor #188
NCT100002532,Industry,Industry Sponsor #381
NCT100002533,Industry,Industry Sponsor #10
NCT100002534,Industry,Industry Sponsor #312
NCT100002535,Other,Other Sponsor #382
NCT100002536,Industry,Industry Sponsor #27
NCT100002537,NIH,NIH Sponsor #249
NCT100002538,Industry,Industry Sponsor #269
NCT100002539,Industry,Industry Sponsor #271
NCT100002540,Other,Other Sponsor #378
NCT100002541,Industry,Industry Sponsor #371
NCT100002542,Industry,Industry Sponsor #311
NCT100002543,NIH,NIH Sponsor #149
NCT100002544,Other,Other Sponsor #131
NCT100002545,NIH,NIH Sponsor #321
NCT100002546,Industry,Industry Sponsor #152
NCT100002547,Industry,Industry Sponsor #188
NCT100002548,Industry,Industry Sponsor #11
NCT100002549,Other,Other Sponsor #90
NCT100002550,Other,Other Sponsor #400
NCT100002551,NIH,NIH Sponsor #209
NCT100002552,Industry,Industry Sponsor #392
NCT100002553,Industry,Industry Sponsor #288
NCT100002554,Other,Other Sponsor #333
NCT100002555,Other,Other Sponsor #146
NCT100002556,Industry,Industry Sponsor #356
NCT100002557,Industry,Industry Sponsor #76
NCT100002558,Industry,Industry Sponsor #48
NCT100002559,Industry,Industry Sponsor #111
NCT100002560,Industry,Industry Sponsor #75
NCT100002561,Other,Other Sponsor #129
NCT100002562,Industry,Industry Sponsor #160
NCT100002563,Other,Other Sponsor #386
NCT100002564,Industry,Industry Sponsor #200
NCT100002565,Other,Other Sponsor #104
NCT100002566,Industry,Industry Sponsor #14
NCT100002567,Industry,Industry Sponsor #42
NCT100002568,Other,Other Sponsor #209
NCT100002569,Other,Other Sponsor #322
NCT100002570,Industry,Industry Sponsor #254
NCT100002571,Industry,Industry Sponsor #230
NCT100002572,NIH,NIH Sponsor #285
NCT100002573,Other,Other Sponsor #290
NCT100002574,Industry,Industry Sponsor #269
NCT100002575,Industry,Industry Sponsor #46
NCT100002576,Other,Other Sponsor #240
NCT100002577,Industry,Industry Sponsor #85
NCT100002578,Industry,Industry Sponsor #122
NCT100002579,Industry,Industry Sponsor #193
NCT100002580,Other,Other Sponsor #158
NCT100002581,Industry,Industry Sponsor #25
NCT100002582,Industry,Industry Sponsor #221
NCT100002583,Industry,Industry Sponsor #53
NCT100002584,Industry,Industry Sponsor #256
NCT100002585,Other,Other Sponsor #252
NCT100002586,Industry,Industry Sponsor #266
NCT100002587,Other,Other Sponsor #352
NCT100002588,Industry,Industry Sponsor #125
NCT100002589,Other,Other Sponsor #174
NCT100002590,Industry,Industry Sponsor #302
NCT100002591,Other,Other Sponsor #245
NCT100002592,Industry,Industry Sponsor #76
NCT100002593,Industry,Industry Sponsor #338
NCT100002594,Industry,Industry Sponsor #202
NCT100002595,Industry,Industry Sponsor #54
NCT100002596,Industry,Industry Sponsor #90
NCT100002597,NIH,NIH Sponsor #387
NCT100002598,Industry,Industry Sponsor #121
NCT100002599,Other,Other Sponsor #82
NCT100002600,Other,Other Sponsor #355
NCT100002601,NIH,NIH Sponsor #260
NCT100002602,NIH,NIH Sponsor #34
NCT100002603,Industry,Industry Sponsor #385
NCT100002604,Industry,Industry Sponsor #230
NCT100002605,Other,Other Sponsor #316
NCT100002606,Other,Other Sponsor #322
NCT100002607,Industry,Industry Sponsor #320
NCT100002608,Other,Other Sponsor #67
NCT100002609,Other,Other Sponsor #330
NCT100002610,Other,Other Sponsor #122
NCT100002611,Other,Other Sponsor #387
NCT100002612,Industry,Industry Sponsor #144
NCT100002613,Industry,Industry Sponsor #269
NCT100002614,Industry,Industry Sponsor #314
NCT100002615,Industry,Industry Sponsor #295
NCT100002616,Industry,Industry Sponsor #294
NCT100002617,Other,Other Sponsor #96
NCT100002618,Other,Other Sponsor #176
NCT100002619,Other,Other Sponsor #356
NCT100002620,Other,Other Sponsor #259
NCT100002621,Industry,Industry Sponsor #266
NCT100002622,NIH,NIH Sponsor #165
NCT100002623,Industry,Industry Sponsor #62
NCT100002624,Other,Other Sponsor #307
NCT100002625,Other,Other Sponsor #121
NCT100002626,Industry,Industry Sponsor #46
NCT100002627,Other,Other Sponsor #111
NCT100002628,Industry,Industry Sponsor #269
NCT100002629,Industry,Industry Sponsor #318
NCT100002630,Other,Other Sponsor #395
NCT100002631,Industry,Industry Sponsor #63
NCT100002632,NIH,NIH Sponsor #388
NCT100002633,Industry,Industry Sponsor #286
NCT100002634,Industry,Industry Sponsor #398
NCT100002635,Other,Other Sponsor #213
NCT100002636,Industry,Industry Sponsor #253
NCT100002637,Other,Other Sponsor #324
NCT100002638,Industry,Industry Sponsor #365
NCT100002639,Industry,Industry Sponsor #61
NCT100002640,Other,Other Sponsor #22
NCT100002641,Industry,Industry Sponsor #119
NCT100002642,Other,Other Sponsor #60
NCT100002643,Industry,Industry Sponsor #268
NCT100002644,Industry,Industry Sponsor #156
NCT100002645,Industry,Industry Sponsor #367
NCT100002646,Other,Other Sponsor #217
NCT100002647,Industry,Industry Sponsor #383
NCT100002648,Other,Other Sponsor #189
NCT100002649,Other,Other Sponsor #279
NCT100002650,Industry,Industry Sponsor #74
NCT100002651,Industry,Industry Sponsor #47
NCT100002652,Industry,Industry Sponsor #238
NCT100002653,Industry,Industry Sponsor #45
NCT100002654,Industry,Industry Sponsor #383
NCT100002655,Industry,Industry Sponsor #17
NCT100002656,Other,Other Sponsor #380
NCT100002657,Industry,Industry Sponsor #94
NCT100002658,Industry,Industry Sponsor #227
NCT100002659,Other,Other Sponsor #15
NCT100002660,Other,Other Sponsor #110
NCT100002661,Other,Other Sponsor #300
NCT100002662,NIH,NIH Sponsor #86
NCT100002663,Industry,Industry Sponsor #277
NCT100002664,Industry,Industry Sponsor #372
NCT100002665,Industry,Industry Sponsor #11
NCT100002666,NIH,NIH Sponsor #256
NCT100002667,NIH,NIH Sponsor #299
NCT100002668,Industry,Industry Sponsor #170
NCT100002669,Industry,Industry Sponsor #58
NCT100002670,Other,Other Sponsor #266
NCT100002671,Other,Other Sponsor #69
NCT100002672,Industry,Industry Sponsor #136
NCT100002673,Industry,Industry Sponsor #179
NCT100002674,Industry,Industry Sponsor #32
NCT100002675,Other,Other Sponsor #199
NCT100002676,Industry,Industry Sponsor #84
NCT100002677,Other,Other Sponsor #374
NCT100002678,Industry,Industry Sponsor #377
NCT100002679,Industry,Industry Sponsor #213
NCT100002680,Other,Other Sponsor #25
NCT100002681,Industry,Industry Sponsor #359
NCT100002682,NIH,NIH Sponsor #46
NCT100002683,Industry,Industry Sponsor #62
NCT100002684,Industry,Industry Sponsor #271
NCT100002685,Other,Other Sponsor #151
NCT100002686,Industry,Industry Sponsor #92
NCT100002687,Industry,Industry Sponsor #145
NCT100002688,Other,Other Sponsor #321
NCT100002689,NIH,NIH Sponsor #69
NCT100002690,Industry,Industry Sponsor #100
NCT100002691,Other,Other Sponsor #380
NCT100002692,NIH,NIH Sponsor #399
NCT100002693,Industry,Industry Sponsor #73
NCT100002694,Industry,Industry Sponsor #199
NCT100002695,Industry,Industry Sponsor #381
NCT100002696,Other,Other Sponsor #186
NCT100002697,Industry,Industry Sponsor #318
NCT100002698,Other,Other Sponsor #117
NCT100002699,Other,Other Sponsor #164
NCT100002700,Other,Other Sponsor #114
NCT100002701,Industry,Industry Sponsor #208
NCT100002702,Other,Other Sponsor #190
NCT100002703,Industry,Industry Sponsor #127
NCT100002704,Other,Other Sponsor #2
NCT100002705,Industry,Industry Sponsor #63
NCT100002706,Other,Other Sponsor #118
NCT100002707,Other,Other Sponsor #217
NCT100002708,Industry,Industry Sponsor #188
NCT100002709,Other,Other Sponsor #176
NCT100002710,Industry,Industry Sponsor #127
NCT100002711,Other,Other Sponsor #148
NCT100002712,Industry,Industry Sponsor #206
NCT100002713,NIH,NIH Sponsor #273
NCT100002714,Industry,Industry Sponsor #16
NCT100002715,Industry,Industry Sponsor #398
NCT100002716,Other,Other Sponsor #131
NCT100002717,Industry,Industry Sponsor #269
NCT100002718,Industry,Industry Sponsor #137
NCT100002719,Other,Other Sponsor #13
NCT100002720,Industry,Industry Sponsor #130
NCT100002721,Industry,Industry Sponsor #35
NCT100002722,Industry,Industry Sponsor #363
NCT100002723,NIH,NIH Sponsor #302
NCT100002724,Other,Other Sponsor #311
NCT100002725,Other,Other Sponsor #303
NCT100002726,Industry,Industry Sponsor #150
NCT100002727,Industry,Industry Sponsor #26
NCT100002728,Industry,Industry Sponsor #166
NCT100002729,Other,Other Sponsor #305
NCT100002730,Other,Other Sponsor #8
NCT100002731,Industry,Industry Sponsor #339
NCT100002732,Industry,Industry Sponsor #277
NCT100002733,Other,Other Sponsor #338
NCT100002734,Other,Other Sponsor #43
NCT100002735,NIH,NIH Sponsor #400
NCT100002736,Industry,Industry Sponsor #12
NCT100002737,Other,Other Sponsor #261
NCT100002738,Other,Other Sponsor #156
NCT100002739,Industry,Industry Sponsor #183
NCT100002740,Industry,Industry Sponsor #225
NCT100002741,Industry,Industry Sponsor #243
NCT100002742,Industry,Industry Sponsor #289
NCT100002743,Other,Other Sponsor #81
NCT100002744,NIH,NIH Sponsor #308
NCT100002745,Other,Other Sponsor #344
NCT100002746,Industry,Industry Sponsor #133
NCT100002747,Industry,Industry Sponsor #283
NCT100002748,Other,Other Sponsor #286
NCT100002749,Other,Other Sponsor #338
NCT100002750,Industry,Industry Sponsor #216
NCT100002751,Industry,Industry Sponsor #314
NCT100002752,Industry,Industry Sponsor #6
NCT100002753,Industry,Industry Sponsor #183
NCT100002754,Industry,Industry Sponsor #65
NCT100002755,Other,Other Sponsor #205
NCT100002756,Industry,Industry Sponsor #133
NCT100002757,Other,Other Sponsor #295
NCT100002758,Industry,Industry Sponsor #110
NCT100002759,Other,Other Sponsor #84
NCT100002760,Industry,Industry Sponsor #1
NCT100002761,Industry,Industry Sponsor #49
NCT100002762,Industry,Industry Sponsor #385
NCT100002763,NIH,NIH Sponsor #333
NCT100002764,Industry,Industry Sponsor #214
NCT100002765,Other,Other Sponsor #383
NCT100002766,Industry,Industry Sponsor #386
NCT100002767,Other,Other Sponsor #206
NCT100002768,Industry,Industry Sponsor #212
NCT100002769,Other,Other Sponsor #202
NCT100002770,Other,Other Sponsor #128
NCT100002771,Industry,Industry Sponsor #260
NCT100002772,Other,Other Sponsor #302
NCT100002773,Industry,Industry Sponsor #70
NCT100002774,Other,Other Sponsor #127
NCT100002775,Industry,Industry Sponsor #350
NCT100002776,NIH,NIH Sponsor #216
NCT100002777,Other,Other Sponsor #297
NCT100002778,Industry,Industry Sponsor #13
NCT100002779,Industry,Industry Sponsor #298
NCT100002780,Industry,Industry Sponsor #141
NCT100002781,Industry,Industry Sponsor #224
NCT100002782,Other,Other Sponsor #187
NCT100002783,Other,Other Sponsor #158
NCT100002784,Other,Other Sponsor #67
NCT100002785,Industry,Industry Sponsor #67
NCT100002786,Industry,Industry Sponsor #324
NCT100002787,Other,Other Sponsor #346
NCT100002788,Industry,Industry Sponsor #391
NCT100002789,Industry,Industry Sponsor #392
NCT100002790,Industry,Industry Sponsor #364
NCT100002791,Industry,Industry Sponsor #328
NCT100002792,Other,Other Sponsor #56
NCT100002793,Industry,Industry Sponsor #287
NCT100002794,NIH,NIH Sponsor #228
NCT100002795,Other,Other Sponsor #85
NCT100002796,Industry,Industry Sponsor #105
NCT100002797,Other,Other Sponsor #221
NCT100002798,Other,Other Sponsor #237
NCT100002799,Industry,Industry Sponsor #159
NCT100002800,Industry,Industry Sponsor #130
NCT100002801,Other,Other Sponsor #157
NCT100002802,Industry,Industry Sponsor #40
NCT100002803,Other,Other Sponsor #395
NCT100002804,Other,Other Sponsor #44
NCT100002805,Industry,Industry Sponsor #329
NCT100002806,Industry,Industry Sponsor #276
NCT100002807,Other,Other Sponsor #7
NCT100002808,Industry,Industry Sponsor #22
NCT100002809,NIH,NIH Sponsor #118
NCT100002810,Industry,Industry Sponsor #118
NCT100002811,Industry,Industry Sponsor #359
NCT100002812,Other,Other Sponsor #259
NCT100002813,Industry,Industry Sponsor #131
NCT100002814,Industry,Industry Sponsor #108
NCT100002815,NIH,NIH Sponsor #283
NCT100002816,NIH,NIH Sponsor #234
NCT100002817,Other,Other Sponsor #218
NCT100002818,Other,Other Sponsor #157
NCT100002819,Industry,Industry Sponsor #349
NCT100002820,Other,Other Sponsor #307
NCT100002821,Industry,Industry Sponsor #105
NCT100002822,Industry,Industry Sponsor #53
NCT100002823,Other,Other Sponsor #201
NCT100002824,Industry,Industry Sponsor #26
NCT100002825,Industry,Industry Sponsor #8
NCT100002826,Industry,Industry Sponsor #198
NCT100002827,Other,Other Sponsor #324
NCT100002828,Other,Other Sponsor #63
NCT100002829,Industry,Industry Sponsor #48
NCT100002830,Industry,Industry Sponsor #125
NCT100002831,Industry,Industry Sponsor #216
NCT100002832,Industry,Industry Sponsor #302
NCT100002833,Industry,Industry Sponsor #9
NCT100002834,Industry,Industry Sponsor #143
NCT100002835,Industry,Industry Sponsor #24
NCT100002836,Industry,Industry Sponsor #332
NCT100002837,Industry,Industry Sponsor #116
NCT100002838,Industry,Industry Sponsor #303
NCT100002839,Industry,Industry Sponsor #396
NCT100002840,Industry,Industry Sponsor #73
NCT100002841,Industry,Industry Sponsor #236
NCT100002842,NIH,NIH Sponsor #326
NCT100002843,Other,Other Sponsor #315
NCT100002844,NIH,NIH Sponsor #233
NCT100002845,Industry,Industry Sponsor #65
NCT100002846,Other,Other Sponsor #184
NCT100002847,Other,Other Sponsor #8
NCT100002848,Industry,Industry Sponsor #293
NCT100002849,Other,Other Sponsor #262
NCT100002850,Industry,Industry Sponsor #344
NCT100002851,Industry,Industry Sponsor #278
NCT100002852,NIH,NIH Sponsor #71
NCT100002853,NIH,NIH Sponsor #263
NCT100002854,Other,Other Sponsor #136
NCT100002855,Industry,Industry Sponsor #349
NCT100002856,Industry,Industry Sponsor #259
NCT100002857,Other,Other Sponsor #1
NCT100002858,Industry,Industry Sponsor #176
NCT100002859,Industry,Industry Sponsor #241
NCT100002860,Other,Other Sponsor #144
NCT100002861,Other,Other Sponsor #265
NCT100002862,Industry,Industry Sponsor #215
NCT100002863,Other,Other Sponsor #247
NCT100002864,Other,Other Sponsor #31
NCT100002865,Industry,Industry Sponsor #238
NCT100002866,Industry,Industry Sponsor #23
NCT100002867,NIH,NIH Sponsor #17
NCT100002868,Other,Other Sponsor #248
NCT100002869,NIH,NIH Sponsor #365
NCT100002870,Other,Other Sponsor #268
NCT100002871,Industry,Industry Sponsor #177
NCT100002872,Industry,Industry Sponsor #376
NCT100002873,Industry,Industry Sponsor #243
NCT100002874,Industry,Industry Sponsor #372
NCT100002875,Industry,Industry Sponsor #340
NCT100002876,Other,Other Sponsor #373
NCT100002877,Other,Other Sponsor #78
NCT100002878,Industry,Industry Sponsor #20
NCT100002879,Industry,Industry Sponsor #129
NCT100002880,Industry,Industry Sponsor #117
NCT100002881,Industry,Industry Sponsor #172
NCT100002882,Other,Other Sponsor #230
NCT100002883,Industry,Industry Sponsor #94
NCT100002884,Industry,Industry Sponsor #55
NCT100002885,Other,Other Sponsor #120
NCT100002886,Industry,Industry Sponsor #199
NCT100002887,Other,Other Sponsor #228
NCT100002888,Industry,Industry Sponsor #190
NCT100002889,Other,Other Sponsor #342
NCT100002890,Other,Other Sponsor #183
NCT100002891,Industry,Industry Sponsor #26
NCT100002892,Other,Other Sponsor #178
NCT100002893,NIH,NIH Sponsor #145
NCT100002894,Industry,Industry Sponsor #67
NCT100002895,Industry,Industry Sponsor #346
NCT100002896,Other,Other Sponsor #25
NCT100002897,Other,Other Sponsor #156
NCT100002898,NIH,NIH Sponsor #179
NCT100002899,Industry,Industry Sponsor #358
NCT100002900,Other,Other Sponsor #114
NCT100002901,Other,Other Sponsor #192
NCT100002902,Industry,Industry Sponsor #209
NCT100002903,Industry,Industry Sponsor #281
NCT100002904,Industry,Industry Sponsor #399
NCT100002905,Other,Other Sponsor #112
NCT100002906,Other,Other Sponsor #116
NCT100002907,Industry,Industry Sponsor #81
NCT100002908,Other,Other Sponsor #38
NCT100002909,Industry,Industry Sponsor #147
NCT100002910,NIH,NIH Sponsor #339
NCT100002911,Other,Other Sponsor #378
NCT100002912,Other,Other Sponsor #24
NCT100002913,Other,Other Sponsor #212
NCT100002914,Other,Other Sponsor #197
NCT100002915,NIH,NIH Sponsor #348
NCT100002916,Other,Other Sponsor #279
NCT100002917,Industry,Industry Sponsor #304
NCT100002918,Industry,Industry Sponsor #215
NCT100002919,Industry,Industry Sponsor #267
NCT100002920,Industry,Industry Sponsor #306
NCT100002921,Other,Other Sponsor #116
NCT100002922,Industry,Industry Sponsor #51
NCT100002923,Other,Other Sponsor #64
NCT100002924,Other,Other Sponsor #223
NCT100002925,Industry,Industry Sponsor #282
NCT100002926,NIH,NIH Sponsor #241
NCT100002927,Industry,Industry Sponsor #385
NCT100002928,Other,Other Sponsor #111
NCT100002929,Industry,Industry Sponsor #246
NCT100002930,Other,Other Sponsor #337
NCT100002931,Other,Other Sponsor #1
NCT100002932,Industry,Industry Sponsor #118
NCT100002933,Industry,Industry Sponsor #143
NCT100002934,Industry,Industry Sponsor #185
NCT100002935,Other,Other Sponsor #377
NCT100002936,Other,Other Sponsor #366
NCT100002937,Industry,Industry Sponsor #66
NCT100002938,Industry,Industry Sponsor #389
NCT100002939,Other,Other Sponsor #203
NCT100002940,Other,Other Sponsor #226
NCT100002941,NIH,NIH Sponsor #115
NCT100002942,Other,Other Sponsor #46
NCT100002943,Industry,Industry Sponsor #82
NCT100002944,Other,Other Sponsor #127
NCT100002945,Industry,Industry Sponsor #291
NCT100002946,Industry,Industry Sponsor #29
NCT100002947,Other,Other Sponsor #202
NCT100002948,Other,Other Sponsor #44
NCT100002949,Industry,Industry Sponsor #399
NCT100002950,Industry,Industry Sponsor #101
NCT100002951,NIH,NIH Sponsor #155
NCT100002952,Industry,Industry Sponsor #69
NCT100002953,Other,Other Sponsor #211
NCT100002954,Industry,Industry Sponsor #348
NCT100002955,Other,Other Sponsor #253
NCT100002956,Industry,Industry Sponsor #365
NCT100002957,Industry,Industry Sponsor #287
NCT100002958,Other,Other Sponsor #145
NCT100002959,Industry,Industry Sponsor #104
NCT100002960,Other,Other Sponsor #271
NCT100002961,Other,Other Sponsor #240
NCT100002962,Industry,Industry Sponsor #206
NCT100002963,Other,Other Sponsor #172
NCT100002964,Industry,Industry Sponsor #202
NCT100002965,Industry,Industry Sponsor #221
NCT100002966,Industry,Industry Sponsor #12
NCT100002967,Other,Other Sponsor #157
NCT100002968,Industry,Industry Sponsor #191
NCT100002969,Industry,Industry Sponsor #123
NCT100002970,Industry,Industry Sponsor #61
NCT100002971,Other,Other Sponsor #342
NCT100002972,Other,Other Sponsor #60
NCT100002973,Industry,Industry Sponsor #232
NCT100002974,Industry,Industry Sponsor #349
NCT100002975,Industry,Industry Sponsor #86
NCT100002976,Other,Other Sponsor #286
NCT100002977,Other,Other Sponsor #379
NCT100002978,Industry,Industry Sponsor #334
NCT100002979,Industry,Industry Sponsor #332
NCT100002980,Other,Other Sponsor #114
NCT100002981,Industry,Industry Sponsor #97
NCT100002982,Other,Other Sponsor #24
NCT100002983,Industry,Industry Sponsor #189
NCT100002984,Industry,Industry Sponsor #78
NCT100002985,Industry,Industry Sponsor #238
NCT100002986,NIH,NIH Sponsor #294
NCT100002987,Industry,Industry Sponsor #45
NCT100002988,Industry,Industry Sponsor #319
NCT100002989,Industry,Industry Sponsor #14
NCT100002990,Other,Other Sponsor #177
NCT100002991,Industry,Industry Sponsor #338
NCT100002992,Other,Other Sponsor #227
NCT100002993,Industry,Industry Sponsor #1
NCT100002994,Other,Other Sponsor #114
NCT100002995,Industry,Industry Sponsor #18
NCT100002996,NIH,NIH Sponsor #262
NCT100002997,Other,Other Sponsor #82
NCT100002998,Industry,Industry Sponsor #203
NCT100002999,Other,Other Sponsor #324
NCT100003000,Other,Other Sponsor #133
NCT100003001,Other,Other Sponsor #108
NCT100003002,Other,Other Sponsor #325
NCT100003003,Other,Other Sponsor #344
NCT100003004,Other,Other Sponsor #95
NCT100003005,Industry,Industry Sponsor #317
NCT100003006,Other,Other Sponsor #326
NCT100003007,Other,Other Sponsor #140
NCT100003008,Other,Other Sponsor #343
NCT100003009,Other,Other Sponsor #166
NCT100003010,Industry,Industry Sponsor #30
NCT100003011,Industry,Industry Sponsor #243
NCT100003012,Industry,Industry Sponsor #186
NCT100003013,Industry,Industry Sponsor #35
NCT100003014,Industry,Industry Sponsor #393
NCT100003015,NIH,NIH Sponsor #296
NCT100003016,Industry,Industry Sponsor #95
NCT100003017,Industry,Industry Sponsor #82
NCT100003018,Other,Other Sponsor #158
NCT100003019,Other,Other Sponsor #318
NCT100003020,Industry,Industry Sponsor #268
NCT100003021,Industry,Industry Sponsor #41
NCT100003022,Industry,Industry Sponsor #236
NCT100003023,Other,Other Sponsor #122
NCT100003024,Other,Other Sponsor #60
NCT100003025,Industry,Industry Sponsor #372
NCT100003026,Industry,Industry Sponsor #301
NCT100003027,Industry,Industry Sponsor #145
NCT100003028,Industry,Industry Sponsor #26
NCT100003029,Industry,Industry Sponsor #279
NCT100003030,NIH,NIH Sponsor #159
NCT100003031,Industry,Industry Sponsor #354
NCT100003032,Industry,Industry Sponsor #113
NCT100003033,Industry,Industry Sponsor #219
NCT100003034,Other,Other Sponsor #184
NCT100003035,Industry,Industry Sponsor #304
NCT100003036,Industry,Industry Sponsor #83
NCT100003037,Industry,Industry Sponsor #161
NCT100003038,Other,Other Sponsor #179
NCT100003039,Industry,Industry Sponsor #150
NCT100003040,Other,Other Sponsor #63
NCT100003041,Other,Other Sponsor #362
NCT100003042,NIH,NIH Sponsor #210
NCT100003043,Other,Other Sponsor #88
NCT100003044,Industry,Industry Sponsor #371
NCT100003045,Other,Other Sponsor #395
NCT100003046,Industry,Industry Sponsor #390
NCT100003047,Industry,Industry Sponsor #390
NCT100003048,Other,Other Sponsor #147
NCT100003049,Other,Other Sponsor #399
NCT100003050,Industry,Industry Sponsor #156
NCT100003051,NIH,NIH Sponsor #15
NCT100003052,Other,Other Sponsor #237
NCT100003053,Industry,Industry Sponsor #98
NCT100003054,Other,Other Sponsor #285
NCT100003055,Industry,Industry Sponsor #153
NCT100003056,Industry,Industry Sponsor #278
NCT100003057,Industry,Industry Sponsor #209
NCT100003058,Industry,Industry Sponsor #150
NCT100003059,Industry,Industry Sponsor #340
NCT100003060,Other,Other Sponsor #337
NCT100003061,Industry,Industry Sponsor #334
NCT100003062,Industry,Industry Sponsor #26
NCT100003063,Other,Other Sponsor #147
NCT100003064,Industry,Industry Sponsor #164
NCT100003065,Other,Other Sponsor #25
NCT100003066,Industry,Industry Sponsor #93
NCT100003067,Other,Other Sponsor #102
NCT100003068,Other,Other Sponsor #70
NCT100003069,Other,Other Sponsor #6
NCT100003070,Industry,Industry Sponsor #376
NCT100003071,Other,Other Sponsor #219
NCT100003072,Industry,Industry Sponsor #128
NCT100003073,Industry,Industry Sponsor #89
NCT100003074,Industry,Industry Sponsor #139
NCT100003075,Industry,Industry Sponsor #298
NCT100003076,Industry,Industry Sponsor #68
NCT100003077,Other,Other Sponsor #133
NCT100003078,Other,Other Sponsor #244
NCT100003079,Industry,Industry Sponsor #308
NCT100003080,Other,Other Sponsor #226
NCT100003081,Industry,Industry Sponsor #33
NCT100003082,Other,Other Sponsor #353
NCT100003083,Industry,Industry Sponsor #260
NCT100003084,Other,Other Sponsor #394
NCT100003085,Other,Other Sponsor #235
NCT100003086,NIH,NIH Sponsor #381
NCT100003087,Other,Other Sponsor #356
NCT100003088,Industry,Industry Sponsor #318
NCT100003089,Other,Other Sponsor #57
NCT100003090,Other,Other Sponsor #384
NCT100003091,Industry,Industry Sponsor #149
NCT100003092,Industry,Industry Sponsor #134
NCT100003093,Industry,Industry Sponsor #377
NCT100003094,Industry,Industry Sponsor #155
NCT100003095,Other,Other Sponsor #307
NCT100003096,Industry,Industry Sponsor #6
NCT100003097,Other,Other Sponsor #393
NCT100003098,Other,Other Sponsor #204
NCT100003099,Other,Other Sponsor #213
NCT100003100,Industry,Industry Sponsor #88
NCT100003101,Industry,Industry Sponsor #205
NCT100003102,NIH,NIH Sponsor #189
NCT100003103,Industry,Industry Sponsor #394
NCT100003104,Industry,Industry Sponsor #359
NCT100003105,Industry,Industry Sponsor #79
NCT100003106,Other,Other Sponsor #194
NCT100003107,Industry,Industry Sponsor #174
NCT100003108,Industry,Industry Sponsor #21
NCT100003109,Other,Other Sponsor #81
NCT100003110,Industry,Industry Sponsor #89
NCT100003111,Other,Other Sponsor #191
NCT100003112,Industry,Industry Sponsor #153
NCT100003113,Industry,Industry Sponsor #30
NCT100003114,Other,Other Sponsor #22
NCT100003115,Other,Other Sponsor #327
NCT100003116,Industry,Industry Sponsor #199
NCT100003117,Other,Other Sponsor #223
NCT100003118,Industry,Industry Sponsor #224
NCT100003119,Industry,Industry Sponsor #24
NCT100003120,Industry,Industry Sponsor #145
NCT100003121,Other,Other Sponsor #242
NCT100003122,Industry,Industry Sponsor #314
NCT100003123,Industry,Industry Sponsor #57
NCT100003124,Industry,Industry Sponsor #378
NCT100003125,Industry,Industry Sponsor #83
NCT100003126,Industry,Industry Sponsor #165
NCT100003127,Other,Other Sponsor #282
NCT100003128,Other,Other Sponsor #316
NCT100003129,Industry,Industry Sponsor #274
NCT100003130,Other,Other Sponsor #91
NCT100003131,Industry,Industry Sponsor #105
NCT100003132,Other,Other Sponsor #326
NCT100003133,Other,Other Sponsor #91
NCT100003134,NIH,NIH Sponsor #56
NCT100003135,Other,Other Sponsor #103
NCT100003136,Other,Other Sponsor #115
NCT100003137,NIH,NIH Sponsor #271
NCT100003138,Other,Other Sponsor #49
NCT100003139,Industry,Industry Sponsor #276
NCT100003140,Industry,Industry Sponsor #311
NCT100003141,Other,Other Sponsor #181
NCT100003142,Industry,Industry Sponsor #339
NCT100003143,Other,Other Sponsor #201
NCT100003144,Other,Other Sponsor #182
NCT100003145,Industry,Industry Sponsor #260
NCT100003146,Industry,Industry Sponsor #223
NCT100003147,Other,Other Sponsor #312
NCT100003148,Industry,Industry Sponsor #217
NCT100003149,Industry,Industry Sponsor #249
NCT100003150,NIH,NIH Sponsor #349
NCT100003151,NIH,NIH Sponsor #208
NCT100003152,NIH,NIH Sponsor #155
NCT100003153,Other,Other Sponsor #323
NCT100003154,Industry,Industry Sponsor #195
NCT100003155,Industry,Industry Sponsor #310
NCT100003156,Other,Other Sponsor #88
NCT100003157,Industry,Industry Sponsor #204
NCT100003158,Industry,Industry Sponsor #92
NCT100003159,Industry,Industry Sponsor #285
NCT100003160,Other,Other Sponsor #248
NCT100003161,NIH,NIH Sponsor #135
