nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date
NCT100001574,Interventional,Phase 1,Terminated,106,2017-10-31,2018-04-29
NCT100001575,Interventional,Phase 3,Completed,5,2025-09-03,2025-12-31
NCT100001576,Interventional,Phase 1,Completed,322,2015-09-07,2017-05-13
NCT100001577,Interventional,Phase 2,Unknown status,10,2021-03-23,
NCT100001578,Interventional,Phase 4,Recruiting,30,2016-10-05,
NCT100001579,Interventional,Phase 2,Completed,872,2019-04-16,2020-09-10
NCT100001580,Interventional,Phase 3,Unknown status,255,2014-05-25,
NCT100001581,Interventional,Phase 4,"Active, not recruiting",139,2015-01-06,
NCT100001582,Interventional,Phase 1,Completed,37,2015-12-20,2018-11-08
NCT100001583,Interventional,Phase 2,Completed,32,2011-06-21,2013-12-26
NCT100001584,Interventional,Phase 2,"Active, not recruiting",483,2016-10-08,
NCT100001585,Interventional,Phase 4,Terminated,51,2022-10-12,2024-01-03
NCT100001586,Interventional,Phase 4,Completed,35,2025-04-04,2025-12-31
NCT100001587,Interventional,Phase 3,Completed,520,2016-05-11,2018-12-17
NCT100001588,Interventional,Phase 2,"Active, not recruiting",204,2021-12-22,
NCT100001589,Interventional,Phase 1,Recruiting,27,2023-06-13,
NCT100001590,Interventional,Phase 1,Recruiting,73,2025-02-26,
NCT100001591,Interventional,Phase 2,Unknown status,208,2012-12-08,
NCT100001592,Interventional,Phase 4,Recruiting,415,2023-04-12,
NCT100001593,Interventional,Phase 4,"Active, not recruiting",120,2025-05-28,
NCT100001594,Interventional,Phase 3,Terminated,8,2023-05-26,2024-03-07
NCT100001595,Interventional,Phase 2,Completed,417,2011-02-02,2015-05-30
NCT100001596,Interventional,Phase 2,"Active, not recruiting",171,2024-12-21,
NCT100001597,Interventional,Phase 1,Completed,142,2013-09-03,2015-12-31
NCT100001598,Interventional,Phase 1,Completed,26,2021-04-12,2024-01-14
NCT100001599,Interventional,Phase 3,Completed,224,2011-10-30,2014-06-21
NCT100001600,Interventional,Phase 1,Completed,8,2018-10-10,2020-10-21
NCT100001601,Interventional,Phase 3,Recruiting,327,2025-03-01,
NCT100001602,Interventional,Phase 3,Recruiting,86,2021-03-29,
NCT100001603,Interventional,Phase 2,Completed,79,2014-02-22,2016-04-03
NCT100001604,Interventional,Phase 2,Terminated,9,2016-04-03,2017-02-13
NCT100001605,Interventional,Phase 4,Completed,29,2024-03-16,2026-08-24
NCT100001606,Interventional,Phase 4,Completed,125,2015-09-09,2020-01-21
NCT100001607,Interventional,Phase 3,Recruiting,90,2023-11-27,
NCT100001608,Interventional,Phase 2,Completed,213,2025-06-18,2025-12-31
NCT100001609,Interventional,Phase 3,Completed,60,2013-07-26,2016-10-31
NCT100001610,Interventional,Phase 1,"Active, not recruiting",309,2024-02-14,
NCT100001611,Interventional,Phase 1,"Active, not recruiting",39,2013-07-12,
NCT100001612,Interventional,Phase 1,Completed,252,2022-10-15,2024-06-10
NCT100001613,Interventional,Phase 3,Terminated,368,2018-01-08,2019-08-26
NCT100001614,Interventional,Phase 3,Unknown status,17,2013-08-22,
NCT100001615,Interventional,Phase 2,Recruiting,526,2013-03-08,
NCT100001616,Interventional,Phase 1,Completed,13,2017-08-27,2019-03-21
NCT100001617,Interventional,Phase 3,Completed,94,2024-09-22,2025-12-31
NCT100001618,Interventional,Phase 1,Completed,62,2023-08-15,2026-04-26
NCT100001619,Interventional,Phase 2,Recruiting,73,2022-04-13,
NCT100001620,Interventional,Phase 3,Completed,7,2020-02-06,2022-08-15
NCT100001621,Interventional,Phase 2,Terminated,220,2019-03-30,2020-11-04
NCT100001622,Interventional,Phase 1,Completed,430,2015-05-08,2016-07-17
NCT100001623,Interventional,Phase 4,Completed,39,2017-10-27,2019-06-11
NCT100001624,Interventional,Phase 2,Completed,73,2013-08-22,2015-11-12
NCT100001625,Interventional,Phase 1,Completed,40,2015-12-29,2018-02-26
NCT100001626,Interventional,Phase 2,Completed,15,2016-06-16,2018-12-15
NCT100001627,Interventional,Phase 2,Terminated,16,2014-09-15,2015-05-12
NCT100001628,Interventional,Phase 3,Unknown status,81,2024-03-09,
NCT100001629,Interventional,Phase 2,Completed,89,2011-04-13,2012-10-06
NCT100001630,Interventional,Phase 3,Completed,342,2012-12-03,2014-12-19
NCT100001631,Interventional,Phase 1,Completed,275,2022-04-13,2024-06-28
NCT100001632,Interventional,Phase 1,Recruiting,679,2021-10-02,
NCT100001633,Interventional,Phase 2,Completed,39,2025-04-04,2025-12-31
NCT100001634,Interventional,Phase 3,Completed,184,2020-03-15,2023-06-22
NCT100001635,Interventional,Phase 2,Terminated,14,2011-02-21,2011-12-22
NCT100001636,Interventional,Phase 1,Recruiting,227,2017-03-16,
NCT100001637,Interventional,Phase 1,Completed,138,2018-02-15,2021-01-03
NCT100001638,Interventional,Phase 2,Terminated,155,2024-08-27,2025-05-26
NCT100001639,Interventional,Phase 2,Completed,18,2019-12-20,2022-09-28
NCT100001640,Interventional,Phase 1,Recruiting,126,2021-08-30,
NCT100001641,Interventional,Phase 3,Completed,55,2020-10-10,2024-08-04
NCT100001642,Interventional,Phase 3,Completed,593,2023-07-14,2025-07-29
NCT100001643,Interventional,Phase 3,"Active, not recruiting",39,2015-09-04,
NCT100001644,Interventional,Phase 4,Completed,42,2020-03-20,2022-03-10
NCT100001645,Interventional,Phase 2,Unknown status,45,2022-07-13,
NCT100001646,Interventional,Phase 2,Terminated,206,2015-07-22,2016-03-08
NCT100001647,Interventional,Phase 2,Terminated,13,2012-01-25,2012-09-13
NCT100001648,Interventional,Phase 2,Terminated,49,2021-09-02,2022-03-11
NCT100001649,Interventional,Phase 1,Completed,142,2022-12-14,2025-01-18
NCT100001650,Interventional,Phase 1,Completed,15,2014-05-31,2016-02-04
NCT100001651,Interventional,Phase 1,Completed,98,2013-09-27,2017-02-26
NCT100001652,Interventional,Phase 4,Completed,127,2016-05-28,2019-04-07
NCT100001653,Interventional,Phase 4,Completed,74,2022-12-28,2024-07-10
NCT100001654,Interventional,Phase 2,Completed,41,2011-03-26,2013-06-16
NCT100001655,Interventional,Phase 2,Completed,51,2021-06-09,2023-10-26
NCT100001656,Interventional,Phase 1,Completed,32,2023-06-26,2024-06-29
NCT100001657,Interventional,Phase 4,Completed,104,2019-03-28,2021-11-11
NCT100001658,Interventional,Phase 2,Unknown status,83,2019-09-02,
NCT100001659,Interventional,Phase 2,Completed,646,2016-07-20,2019-08-30
NCT100001660,Interventional,Phase 3,Completed,159,2019-10-05,2022-02-23
NCT100001661,Interventional,Phase 1,Terminated,73,2013-12-05,2014-10-22
NCT100001662,Interventional,Phase 1,Terminated,26,2012-08-01,2012-12-31
NCT100001663,Interventional,Phase 1,Unknown status,1575,2015-05-14,
NCT100001664,Interventional,Phase 3,Recruiting,10,2024-07-04,
NCT100001665,Interventional,Phase 3,Completed,103,2011-10-22,2015-07-16
NCT100001666,Interventional,Phase 3,Completed,112,2022-05-18,2025-08-11
NCT100001667,Interventional,Phase 3,Unknown status,118,2023-08-03,
NCT100001668,Interventional,Phase 1,"Active, not recruiting",81,2020-03-28,
NCT100001669,Interventional,Phase 1,Terminated,52,2019-04-04,2019-10-13
NCT100001670,Interventional,Phase 2,Completed,158,2013-12-22,2017-08-23
NCT100001671,Interventional,Phase 3,"Active, not recruiting",66,2012-07-03,
NCT100001672,Interventional,Phase 3,Recruiting,221,2011-12-19,
NCT100001673,Interventional,Phase 3,Completed,28,2024-04-30,2026-11-17
NCT100001674,Interventional,Phase 4,Terminated,141,2015-11-02,2016-12-23
NCT100001675,Interventional,Phase 2,Completed,22,2024-04-17,2026-10-08
NCT100001676,Interventional,Phase 2,Completed,369,2025-04-13,2025-12-31
NCT100001677,Interventional,Phase 1,Unknown status,11,2016-09-16,
NCT100001678,Interventional,Phase 1,Terminated,101,2020-08-08,2021-07-05
NCT100001679,Interventional,Phase 2,Withdrawn,40,2012-01-06,2012-08-31
NCT100001680,Interventional,Phase 2,Completed,33,2025-07-05,2025-12-31
NCT100001681,Interventional,Phase 4,Completed,98,2022-04-17,2025-12-31
NCT100001682,Interventional,Phase 3,Terminated,12,2018-05-25,2019-03-26
NCT100001683,Interventional,Phase 2,Terminated,5,2024-08-29,2025-11-16
NCT100001684,Interventional,Phase 3,Completed,516,2020-03-30,2022-09-27
NCT100001685,Interventional,Phase 2,Recruiting,338,2018-11-27,
NCT100001686,Interventional,Phase 3,Unknown status,176,2011-07-25,
NCT100001687,Interventional,Phase 1,Completed,5,2019-03-27,2021-11-23
NCT100001688,Interventional,Phase 4,Withdrawn,9,2025-11-30,2026-06-04
NCT100001689,Interventional,Phase 2,Completed,94,2022-01-23,2024-08-16
NCT100001690,Interventional,Phase 3,Completed,179,2017-12-11,2020-01-29
NCT100001691,Interventional,Phase 3,Completed,36,2012-09-17,2015-03-21
NCT100001692,Interventional,Phase 2,Completed,74,2024-08-09,2026-09-03
NCT100001693,Interventional,Phase 1,"Active, not recruiting",80,2020-01-29,
NCT100001694,Interventional,Phase 4,Recruiting,43,2019-06-19,
NCT100001695,Interventional,Phase 4,Completed,122,2021-11-25,2023-11-13
NCT100001696,Interventional,Phase 2,Terminated,63,2022-04-28,2023-02-01
NCT100001697,Interventional,Phase 4,Withdrawn,139,2021-09-30,2022-10-12
NCT100001698,Interventional,Phase 1,"Active, not recruiting",779,2014-01-11,
NCT100001699,Interventional,Phase 2,"Active, not recruiting",32,2017-02-24,
NCT100001700,Interventional,Phase 3,Completed,12,2023-09-06,2025-12-31
NCT100001701,Interventional,Phase 1,Recruiting,32,2013-05-17,
NCT100001702,Interventional,Phase 2,Terminated,35,2014-09-21,2015-07-05
NCT100001703,Interventional,Phase 4,Terminated,855,2015-06-23,2016-07-07
NCT100001704,Interventional,Phase 1,Completed,10,2012-06-12,2014-05-05
NCT100001705,Interventional,Phase 2,"Active, not recruiting",92,2013-12-23,
NCT100001706,Interventional,Phase 1,Completed,72,2015-12-29,2018-12-18
NCT100001707,Interventional,Phase 2,Completed,35,2024-05-03,2025-12-31
NCT100001708,Interventional,Phase 2,Completed,1729,2022-10-12,2024-03-10
NCT100001709,Interventional,Phase 2,Completed,30,2014-10-08,2017-12-05
NCT100001710,Interventional,Phase 2,Recruiting,147,2018-09-15,
NCT100001711,Interventional,Phase 4,Completed,3487,2014-10-14,2017-03-26
NCT100001712,Interventional,Phase 2,Terminated,48,2022-01-06,2023-07-10
NCT100001713,Interventional,Phase 3,Completed,56,2021-09-24,2025-06-30
NCT100001714,Interventional,Phase 4,Completed,5,2015-05-05,2018-01-13
NCT100001715,Interventional,Phase 2,Recruiting,331,2018-03-02,
NCT100001716,Interventional,Phase 4,Terminated,224,2013-08-24,2014-11-08
NCT100001717,Interventional,Phase 3,Completed,244,2014-05-09,2015-11-23
NCT100001718,Interventional,Phase 3,Completed,46,2011-08-19,2014-06-08
NCT100001719,Interventional,Phase 1,Completed,229,2012-04-09,2013-10-24
NCT100001720,Interventional,Phase 1,Completed,43,2023-09-16,2026-01-17
NCT100001721,Interventional,Phase 1,Completed,172,2023-08-11,2025-04-21
NCT100001722,Interventional,Phase 1,Unknown status,64,2011-05-30,
NCT100001723,Interventional,Phase 3,Recruiting,561,2022-12-19,
NCT100001724,Interventional,Phase 4,Unknown status,65,2024-03-21,
NCT100001725,Interventional,Phase 2,Unknown status,113,2020-05-08,
NCT100001726,Interventional,Phase 2,Recruiting,218,2013-01-02,
NCT100001727,Interventional,Phase 2,Completed,81,2012-07-28,2014-11-30
NCT100001728,Interventional,Phase 1,Terminated,45,2019-12-02,2020-08-14
NCT100001729,Interventional,Phase 2,Withdrawn,49,2015-05-24,2016-04-05
NCT100001730,Interventional,Phase 1,Completed,17,2015-07-15,2017-02-25
NCT100001731,Interventional,Phase 1,Completed,92,2023-04-05,2025-01-17
NCT100001732,Interventional,Phase 1,Unknown status,141,2014-09-19,
NCT100001733,Interventional,Phase 4,Completed,67,2014-09-27,2017-03-25
NCT100001734,Interventional,Phase 1,Completed,30,2016-11-27,2018-03-14
NCT100001735,Interventional,Phase 3,Completed,62,2019-11-30,2022-02-25
NCT100001736,Interventional,Phase 2,Unknown status,47,2014-12-18,
NCT100001737,Interventional,Phase 3,Completed,776,2021-01-04,2023-11-18
NCT100001738,Interventional,Phase 2,Completed,218,2017-11-01,2019-10-22
NCT100001739,Interventional,Phase 3,Completed,94,2020-08-12,2023-05-19
NCT100001740,Interventional,Phase 4,Completed,65,2015-08-19,2017-10-27
NCT100001741,Interventional,Phase 1,Unknown status,182,2015-08-28,
NCT100001742,Interventional,Phase 3,Recruiting,57,2014-08-11,
NCT100001743,Interventional,Phase 2,Withdrawn,13,2015-04-19,2016-04-11
NCT100001744,Interventional,Phase 4,Unknown status,43,2011-09-14,
NCT100001745,Interventional,Phase 3,Completed,173,2025-12-05,2025-12-31
NCT100001746,Interventional,Phase 2,Terminated,26,2016-03-04,2016-12-15
NCT100001747,Interventional,Phase 2,Completed,471,2019-02-01,2021-12-12
NCT100001748,Interventional,Phase 3,Completed,173,2016-06-28,2018-12-18
NCT100001749,Interventional,Phase 2,"Active, not recruiting",189,2018-04-01,
NCT100001750,Interventional,Phase 2,Terminated,34,2021-04-25,2022-02-05
NCT100001751,Interventional,Phase 2,Completed,226,2016-08-23,2020-02-06
NCT100001752,Interventional,Phase 2,Completed,27,2023-04-13,2025-12-01
NCT100001753,Interventional,Phase 4,Completed,64,2018-06-24,2022-01-10
NCT100001754,Interventional,Phase 1,Completed,110,2023-11-09,2025-12-31
NCT100001755,Interventional,Phase 1,Unknown status,11,2020-05-22,
NCT100001756,Interventional,Phase 3,Completed,50,2011-11-18,2013-12-15
NCT100001757,Interventional,Phase 2,Recruiting,330,2025-03-25,
NCT100001758,Interventional,Phase 4,Recruiting,51,2024-05-25,
NCT100001759,Interventional,Phase 3,Recruiting,145,2024-03-04,
NCT100001760,Interventional,Phase 4,Completed,99,2024-01-24,2025-12-31
NCT100001761,Interventional,Phase 2,Terminated,233,2013-08-10,2015-07-14
NCT100001762,Interventional,Phase 2,Completed,352,2011-04-24,2013-08-01
NCT100001763,Interventional,Phase 2,Recruiting,617,2015-04-08,
NCT100001764,Interventional,Phase 2,"Active, not recruiting",151,2017-05-21,
NCT100001765,Interventional,Phase 1,Terminated,61,2011-01-31,2011-10-29
NCT100001766,Interventional,Phase 4,"Active, not recruiting",40,2012-06-10,
NCT100001767,Interventional,Phase 1,Recruiting,18,2018-07-13,
NCT100001768,Interventional,Phase 4,Recruiting,433,2019-03-05,
NCT100001769,Interventional,Phase 2,Unknown status,113,2014-05-18,
NCT100001770,Interventional,Phase 3,Completed,75,2011-07-29,2014-07-01
NCT100001771,Interventional,Phase 2,Completed,105,2024-04-19,2026-11-29
NCT100001772,Interventional,Phase 3,Completed,461,2017-01-07,2022-08-05
NCT100001773,Interventional,Phase 2,Recruiting,29,2014-05-24,
NCT100001774,Interventional,Phase 2,Recruiting,167,2013-01-17,
NCT100001775,Interventional,Phase 3,Completed,67,2011-10-03,2014-09-05
NCT100001776,Interventional,Phase 2,Completed,53,2018-11-07,2020-03-25
NCT100001777,Interventional,Phase 2,Completed,216,2023-11-04,2026-04-13
NCT100001778,Interventional,Phase 4,Recruiting,8,2012-04-01,
NCT100001779,Interventional,Phase 2,Completed,5,2023-01-02,2026-05-12
NCT100001780,Interventional,Phase 3,Completed,32,2021-12-08,2025-05-09
NCT100001781,Interventional,Phase 3,Withdrawn,130,2020-02-07,2020-08-25
NCT100001782,Interventional,Phase 2,Completed,104,2020-07-28,2022-04-04
NCT100001783,Interventional,Phase 2,Completed,257,2023-09-02,2025-08-23
NCT100001784,Interventional,Phase 3,Completed,50,2025-09-11,2025-12-31
NCT100001785,Interventional,Phase 2,"Active, not recruiting",81,2012-04-09,
NCT100001786,Interventional,Phase 1,Completed,520,2014-12-01,2017-05-08
NCT100001787,Interventional,Phase 4,Withdrawn,84,2016-10-19,2018-06-16
NCT100001788,Interventional,Phase 2,"Active, not recruiting",47,2011-11-03,
NCT100001789,Interventional,Phase 4,Completed,9,2021-04-20,2023-02-26
NCT100001790,Interventional,Phase 3,Withdrawn,82,2014-09-04,2016-01-12
NCT100001791,Interventional,Phase 3,Completed,74,2015-04-24,2017-06-26
NCT100001792,Interventional,Phase 2,Completed,7,2015-12-09,2018-12-25
NCT100001793,Interventional,Phase 4,Completed,29,2013-09-30,2015-04-04
NCT100001794,Interventional,Phase 3,Completed,113,2012-06-09,2014-02-23
NCT100001795,Interventional,Phase 1,"Active, not recruiting",160,2022-08-07,
NCT100001796,Interventional,Phase 4,Completed,5,2024-10-10,2025-12-31
NCT100001797,Interventional,Phase 1,Withdrawn,43,2016-05-17,2017-05-15
NCT100001798,Interventional,Phase 3,Completed,216,2017-10-08,2020-04-21
NCT100001799,Interventional,Phase 3,Completed,292,2021-05-04,2022-12-30
NCT100001800,Interventional,Phase 2,Completed,80,2024-05-16,2025-09-16
NCT100001801,Interventional,Phase 2,Terminated,117,2016-03-08,2016-09-06
NCT100001802,Interventional,Phase 3,Recruiting,24,2016-11-18,
NCT100001803,Interventional,Phase 2,Recruiting,7,2017-05-20,
NCT100001804,Interventional,Phase 1,Completed,579,2021-08-07,2025-01-12
NCT100001805,Interventional,Phase 1,Withdrawn,24,2011-07-21,2012-03-30
NCT100001806,Interventional,Phase 3,"Active, not recruiting",215,2013-12-22,
NCT100001807,Interventional,Phase 1,Completed,83,2021-10-16,2023-02-08
NCT100001808,Interventional,Phase 2,Completed,50,2023-08-06,2026-08-06
NCT100001809,Interventional,Phase 2,Completed,44,2011-08-30,2013-06-10
NCT100001810,Interventional,Phase 3,Completed,656,2017-11-24,2020-04-29
NCT100001811,Interventional,Phase 2,Completed,122,2019-05-20,2021-04-11
NCT100001812,Interventional,Phase 2,Completed,216,2016-12-08,2018-11-04
NCT100001813,Interventional,Phase 2,Terminated,101,2011-06-27,2013-05-11
NCT100001814,Interventional,Phase 2,Unknown status,205,2018-12-31,
NCT100001815,Interventional,Phase 2,Withdrawn,29,2013-12-06,2014-06-25
NCT100001816,Interventional,Phase 3,Completed,78,2019-06-23,2022-01-12
NCT100001817,Interventional,Phase 1,Recruiting,32,2018-04-13,
NCT100001818,Interventional,Phase 1,Completed,17,2017-10-13,2019-05-10
NCT100001819,Interventional,Phase 1,Completed,25,2023-04-11,2024-09-18
NCT100001820,Interventional,Phase 2,Terminated,204,2017-04-23,2019-04-28
NCT100001821,Interventional,Phase 4,Recruiting,20,2020-08-07,
NCT100001822,Interventional,Phase 2,Unknown status,28,2011-07-23,
NCT100001823,Interventional,Phase 1,Recruiting,289,2013-07-04,
NCT100001824,Interventional,Phase 1,Withdrawn,19,2025-01-22,2026-05-21
NCT100001825,Interventional,Phase 3,Completed,23,2023-07-01,2025-08-16
NCT100001826,Interventional,Phase 1,Unknown status,67,2024-09-08,
NCT100001827,Interventional,Phase 1,Completed,1161,2020-10-05,2024-01-16
NCT100001828,Interventional,Phase 2,Completed,70,2024-04-09,2026-08-20
NCT100001829,Interventional,Phase 2,Recruiting,335,2017-10-19,
NCT100001830,Interventional,Phase 2,Terminated,24,2012-02-13,2012-10-30
NCT100001831,Interventional,Phase 2,Recruiting,284,2017-12-02,
NCT100001832,Interventional,Phase 3,"Active, not recruiting",66,2019-11-27,
NCT100001833,Interventional,Phase 1,Unknown status,8,2011-07-13,
NCT100001834,Interventional,Phase 4,Completed,100,2014-02-25,2017-08-29
NCT100001835,Interventional,Phase 2,"Active, not recruiting",109,2015-01-10,
NCT100001836,Interventional,Phase 2,Completed,16,2012-04-19,2015-03-02
NCT100001837,Interventional,Phase 1,Terminated,8,2025-07-11,2026-04-12
NCT100001838,Interventional,Phase 2,"Active, not recruiting",135,2024-12-04,
NCT100001839,Interventional,Phase 1,"Active, not recruiting",85,2025-11-11,
NCT100001840,Interventional,Phase 1,Completed,31,2022-12-09,2024-09-06
NCT100001841,Interventional,Phase 1,Unknown status,395,2025-06-23,
NCT100001842,Interventional,Phase 3,Completed,37,2018-06-29,2020-07-27
NCT100001843,Interventional,Phase 3,Completed,71,2012-05-01,2016-07-25
NCT100001844,Interventional,Phase 1,Terminated,35,2021-08-22,2022-02-13
NCT100001845,Interventional,Phase 2,Completed,43,2013-04-16,2015-08-07
NCT100001846,Interventional,Phase 2,Completed,126,2021-08-06,2024-05-26
NCT100001847,Interventional,Phase 2,Completed,988,2016-09-04,2020-02-23
NCT100001848,Interventional,Phase 1,Unknown status,11,2013-10-06,
NCT100001849,Interventional,Phase 1,Completed,119,2019-09-08,2021-04-13
NCT100001850,Interventional,Phase 2,Completed,25,2018-01-15,2020-04-27
NCT100001851,Interventional,Phase 2,Completed,33,2016-01-20,2019-03-09
NCT100001852,Interventional,Phase 1,Completed,97,2024-07-31,2025-12-31
NCT100001853,Interventional,Phase 3,Recruiting,240,2020-07-26,
NCT100001854,Interventional,Phase 2,Completed,69,2021-11-26,2023-11-06
NCT100001855,Interventional,Phase 1,Terminated,109,2017-07-01,2018-01-19
NCT100001856,Interventional,Phase 3,Completed,34,2018-01-29,2020-09-08
NCT100001857,Interventional,Phase 1,Completed,6,2012-12-07,2016-05-02
NCT100001858,Interventional,Phase 3,"Active, not recruiting",25,2014-01-31,
NCT100001859,Interventional,Phase 2,Completed,46,2021-07-12,2023-05-16
NCT100001860,Interventional,Phase 2,Completed,70,2021-07-22,2024-06-11
NCT100001861,Interventional,Phase 3,Completed,23,2024-02-19,2025-12-31
NCT100001862,Interventional,Phase 2,Completed,62,2024-01-29,2026-05-06
NCT100001863,Interventional,Phase 2,Unknown status,37,2024-02-28,
NCT100001864,Interventional,Phase 2,"Active, not recruiting",166,2012-12-04,
NCT100001865,Interventional,Phase 1,Unknown status,77,2014-01-09,
NCT100001866,Interventional,Phase 3,Completed,243,2020-05-22,2022-10-26
NCT100001867,Interventional,Phase 2,Completed,68,2022-05-20,2024-07-06
NCT100001868,Interventional,Phase 1,Recruiting,29,2023-03-16,
NCT100001869,Interventional,Phase 1,Completed,86,2014-02-11,2015-11-17
NCT100001870,Interventional,Phase 3,Completed,381,2021-11-11,2023-10-28
NCT100001871,Interventional,Phase 3,Completed,73,2014-03-06,2016-06-27
NCT100001872,Interventional,Phase 2,Terminated,26,2025-03-14,2026-03-09
NCT100001873,Interventional,Phase 2,Recruiting,91,2014-01-16,
NCT100001874,Interventional,Phase 4,Completed,15,2021-05-12,2023-04-28
NCT100001875,Interventional,Phase 2,Withdrawn,42,2022-09-28,2023-08-27
NCT100001876,Interventional,Phase 2,Completed,224,2016-12-03,2019-02-13
NCT100001877,Interventional,Phase 3,Completed,5,2017-08-16,2020-07-22
NCT100001878,Interventional,Phase 3,Recruiting,78,2016-10-29,
NCT100001879,Interventional,Phase 2,Completed,426,2015-09-18,2018-10-23
NCT100001880,Interventional,Phase 2,Terminated,1733,2024-08-29,2025-11-05
NCT100001881,Interventional,Phase 2,Completed,20,2013-04-18,2016-08-29
NCT100001882,Interventional,Phase 2,Withdrawn,33,2022-05-29,2023-02-06
NCT100001883,Interventional,Phase 1,Withdrawn,47,2015-02-07,2015-07-23
NCT100001884,Interventional,Phase 2,Completed,102,2021-11-08,2024-12-15
NCT100001885,Interventional,Phase 3,Completed,39,2022-01-30,2024-05-31
NCT100001886,Interventional,Phase 1,Completed,1004,2023-10-30,2024-12-24
NCT100001887,Interventional,Phase 2,Completed,17,2020-02-09,2022-10-26
NCT100001888,Interventional,Phase 1,Recruiting,126,2011-09-06,
NCT100001889,Interventional,Phase 2,Terminated,682,2017-05-09,2019-06-27
NCT100001890,Interventional,Phase 1,Completed,31,2017-12-23,2020-11-29
NCT100001891,Interventional,Phase 4,"Active, not recruiting",101,2024-04-29,
NCT100001892,Interventional,Phase 1,Completed,77,2020-11-19,2025-10-27
NCT100001893,Interventional,Phase 4,Completed,194,2020-12-20,2023-06-28
NCT100001894,Interventional,Phase 3,Completed,67,2011-03-09,2012-09-27
NCT100001895,Interventional,Phase 3,Completed,87,2019-10-18,2021-07-06
NCT100001896,Interventional,Phase 4,Completed,40,2024-02-28,2025-12-17
NCT100001897,Interventional,Phase 3,Completed,28,2011-09-13,2015-04-07
NCT100001898,Interventional,Phase 1,Completed,121,2013-03-24,2015-04-28
NCT100001899,Interventional,Phase 3,Terminated,987,2018-01-15,2018-11-05
NCT100001900,Interventional,Phase 4,Completed,227,2015-07-24,2018-07-04
NCT100001901,Interventional,Phase 3,Completed,310,2014-04-17,2018-08-18
NCT100001902,Interventional,Phase 1,Unknown status,28,2018-09-10,
NCT100001903,Interventional,Phase 1,Terminated,463,2015-02-10,2015-08-07
NCT100001904,Interventional,Phase 2,Completed,184,2017-09-23,2022-03-08
NCT100001905,Interventional,Phase 2,Recruiting,42,2018-08-01,
NCT100001906,Interventional,Phase 2,Completed,11,2024-05-20,2025-12-31
NCT100001907,Interventional,Phase 1,Completed,57,2014-11-18,2016-05-29
NCT100001908,Interventional,Phase 2,Completed,103,2021-10-28,2026-03-20
NCT100001909,Interventional,Phase 3,Withdrawn,27,2023-08-06,2024-10-19
NCT100001910,Interventional,Phase 2,"Active, not recruiting",140,2023-10-23,
NCT100001911,Interventional,Phase 1,Terminated,597,2024-02-17,2024-11-02
NCT100001912,Interventional,Phase 3,Withdrawn,15,2012-10-09,2014-02-20
NCT100001913,Interventional,Phase 4,Completed,92,2019-08-18,2021-03-04
NCT100001914,Interventional,Phase 2,Terminated,31,2021-06-27,2022-04-13
NCT100001915,Interventional,Phase 2,Terminated,679,2017-06-30,2018-06-01
NCT100001916,Interventional,Phase 3,Withdrawn,7,2025-05-25,2026-02-01
NCT100001917,Interventional,Phase 3,Completed,791,2013-09-02,2016-02-07
NCT100001918,Interventional,Phase 2,"Active, not recruiting",5,2025-07-01,
NCT100001919,Interventional,Phase 1,Unknown status,56,2018-09-15,
NCT100001920,Interventional,Phase 4,Completed,182,2021-05-24,2022-11-01
NCT100001921,Interventional,Phase 4,"Active, not recruiting",17,2015-01-04,
NCT100001922,Interventional,Phase 1,Recruiting,42,2016-11-28,
NCT100001923,Interventional,Phase 3,Recruiting,133,2012-09-18,
NCT100001924,Interventional,Phase 3,Terminated,253,2013-05-25,2014-12-28
NCT100001925,Interventional,Phase 3,Terminated,116,2014-04-26,2015-05-27
NCT100001926,Interventional,Phase 3,Completed,93,2014-11-06,2017-05-05
NCT100001927,Interventional,Phase 2,Completed,148,2023-10-10,2026-04-09
NCT100001928,Interventional,Phase 3,Withdrawn,87,2015-02-06,2015-11-18
NCT100001929,Interventional,Phase 1,Completed,58,2024-08-23,2025-12-31
NCT100001930,Interventional,Phase 4,Recruiting,41,2021-07-01,
NCT100001931,Interventional,Phase 2,Completed,98,2011-11-28,2013-06-08
NCT100001932,Interventional,Phase 2,Completed,1396,2014-12-11,2018-07-24
NCT100001933,Interventional,Phase 2,Completed,108,2016-10-15,2018-06-05
NCT100001934,Interventional,Phase 2,Unknown status,51,2016-02-01,
NCT100001935,Interventional,Phase 2,"Active, not recruiting",48,2012-07-01,
NCT100001936,Interventional,Phase 1,Completed,41,2011-05-21,2013-01-15
NCT100001937,Interventional,Phase 1,Terminated,192,2025-11-02,2026-06-12
NCT100001938,Interventional,Phase 2,Withdrawn,21,2016-08-26,2017-04-13
NCT100001939,Interventional,Phase 3,Completed,25,2017-05-12,2019-10-30
NCT100001940,Interventional,Phase 2,Unknown status,85,2023-09-29,
NCT100001941,Interventional,Phase 4,Completed,151,2021-09-25,2026-06-04
NCT100001942,Interventional,Phase 3,Completed,1808,2023-09-02,2026-10-20
NCT100001943,Interventional,Phase 4,Completed,47,2017-07-11,2019-12-10
NCT100001944,Interventional,Phase 4,Completed,42,2024-05-16,2026-04-06
NCT100001945,Interventional,Phase 3,Completed,9,2024-04-24,2025-12-28
